"Start";"Duration";"Pitch"
0.0;3.7979166666666666;79
4.0;0.2354166666666666;78
4.25;1.6604166666666664;79
6.0;0.2354166666666666;78
6.25;1.6604166666666664;79
8.0;0.0770833333333325;78
8.083333333333334;0.0770833333333325;79
8.166666666666666;0.07708333333333428;81
8.25;2.135416666666666;79
10.5;0.23541666666666572;76
10.75;0.23541666666666572;79
11.0;0.11666666666666714;79
11.125;0.3541666666666661;77
11.5;0.23541666666666572;74
11.75;0.23541666666666572;71
12.0;0.23541666666666572;71
12.25;0.23541666666666572;72
12.5;0.23541666666666572;76
12.75;0.23541666666666572;72
13.0;0.9479166666666661;67
