"Start";"Duration";"Pitch"
0.0;0.47291666666666665;71
0.5;0.47291666666666665;72
1.0;1.8979166666666667;74
3.0;0.47291666666666643;79
3.5;0.47291666666666643;81
4.0;1.8979166666666663;83
6.0;0.47291666666666643;81
6.5;0.47291666666666643;79
7.0;0.11666666666666625;78
7.125;1.7791666666666668;81
9.0;0.47291666666666643;79
9.5;0.47291666666666643;78
10.0;0.11666666666666714;76
10.125;1.7791666666666668;79
12.0;0.47291666666666643;79
12.5;0.47291666666666643;76
13.0;1.8979166666666671;69
15.0;0.47291666666666643;79
15.5;0.47291666666666643;76
16.0;1.8979166666666671;69
18.0;0.47291666666666643;78
18.5;0.47291666666666643;76
19.0;1.8979166666666671;67
21.0;0.47291666666666643;78
21.5;0.47291666666666643;76
22.0;0.9479166666666679;67
