"Start";"Duration";"Pitch"
0.0;0.9979166666666667;69
1.0;0.49791666666666656;71
1.5;0.49791666666666656;73
2.0;0.4979166666666668;74
2.5;0.4979166666666668;71
3.0;0.9979166666666668;73
4.0;0.9979166666666668;76
5.0;0.24791666666666679;74
5.25;0.24791666666666679;73
5.5;0.24791666666666679;71
5.75;0.24791666666666679;69
6.0;0.24791666666666679;68
6.25;0.24791666666666679;69
6.5;0.4979166666666668;71
8.0;0.9979166666666668;71
9.0;0.4979166666666668;73
9.5;0.4979166666666668;74
10.0;0.4979166666666668;76
10.5;0.4979166666666668;73
11.0;0.4979166666666668;74
11.5;0.4979166666666668;71
12.0;0.4979166666666668;73
12.5;0.4979166666666668;69
13.0;0.12291666666666679;71
13.125;0.12291666666666679;73
13.25;0.12291666666666679;71
13.375;0.12291666666666679;73
13.5;0.12291666666666679;71
13.625;0.12291666666666679;73
13.75;0.12291666666666679;71
13.875;0.12291666666666679;73
14.0;0.9979166666666668;69
