"Start";"Duration";"Pitch"
0.0;1.4979166666666666;87
1.5;0.49791666666666656;86
2.0;0.4979166666666668;87
2.5;0.4979166666666668;86
3.0;0.4979166666666668;85
3.5;0.4979166666666668;81
4.0;0.4979166666666668;82
4.5;0.4979166666666668;87
5.0;0.4979166666666668;91
5.5;0.4979166666666668;94
6.0;0.9979166666666668;98
7.0;0.4979166666666668;97
7.5;0.4979166666666668;90
8.0;0.4979166666666668;91
8.5;0.4979166666666668;94
9.0;0.4979166666666668;87
9.5;0.4979166666666668;91
10.0;1.4979166666666668;90
11.5;0.4979166666666668;91
12.0;0.4979166666666668;90
12.5;0.4979166666666668;91
13.0;0.24791666666666679;90
13.25;0.24791666666666679;91
13.5;0.4979166666666668;93
