"Start";"Duration";"Pitch"
0.0;0.9979166666666667;76
1.0;0.9979166666666666;67
2.0;0.9979166666666668;76
3.0;0.9979166666666668;76
4.0;0.9979166666666668;76
5.0;0.4979166666666668;76
5.5;0.4979166666666668;79
6.0;0.9979166666666668;77
7.0;0.9979166666666668;77
8.0;0.9979166666666668;77
9.0;0.9979166666666668;77
10.0;0.4979166666666668;77
10.5;0.4979166666666668;80
11.0;0.4979166666666668;78
11.5;0.4979166666666668;81
12.0;0.9979166666666668;79
13.0;0.9979166666666668;81
14.0;0.9979166666666668;79
15.0;0.9979166666666668;79
