"Start";"Duration";"Pitch"
0.0;0.4979166666666667;88
0.5;0.4979166666666667;88
1.0;0.9979166666666666;88
2.0;0.4979166666666668;91
3.0;0.4979166666666668;88
3.5;0.4979166666666668;88
4.0;0.9979166666666668;88
5.0;0.4979166666666668;93
6.0;0.4979166666666668;88
6.5;0.4979166666666668;88
7.0;0.4979166666666668;88
7.5;0.4979166666666668;100
8.0;0.4979166666666668;98
8.5;0.4979166666666668;96
9.0;0.4979166666666668;95
9.5;0.4979166666666668;93
10.0;1.9979166666666668;91
12.0;0.4979166666666668;89
12.5;0.4979166666666668;89
13.0;0.9979166666666668;89
14.0;0.4979166666666668;95
15.0;0.4979166666666668;89
15.5;0.4979166666666668;89
16.0;0.997916666666665;89
17.0;0.497916666666665;100
17.5;0.497916666666665;98
18.0;0.497916666666665;96
18.5;0.497916666666665;95
