"Start";"Duration";"Pitch"
0.0;1.4979166666666666;64
1.5;0.49791666666666656;67
2.0;0.4979166666666668;71
2.5;1.4979166666666668;76
4.0;0.9979166666666668;79
5.0;0.4979166666666668;76
5.5;0.4979166666666668;72
6.0;0.4979166666666668;71
6.5;0.9979166666666668;64
7.5;0.4979166666666668;67
8.0;0.7479166666666668;67
8.75;0.24791666666666679;71
9.0;0.4979166666666668;71
9.5;0.4979166666666668;66
10.0;0.7479166666666668;67
10.75;0.24791666666666679;71
11.0;0.4979166666666668;71
11.5;0.4979166666666668;66
12.0;0.7479166666666668;67
12.75;0.24791666666666679;71
13.0;0.4979166666666668;71
13.5;0.4979166666666668;66
14.0;0.4979166666666668;67
