"Start";"Duration";"Pitch"
0.0;0.24895833333333334;67
0.25;0.12395833333333334;69
0.375;0.12395833333333334;67
0.5;0.12395833333333328;66
0.625;0.12395833333333328;67
0.75;0.24895833333333328;69
1.0;0.12395833333333339;71
1.125;0.12395833333333339;69
1.25;0.12395833333333339;67
1.375;0.12395833333333339;69
1.5;0.2489583333333334;71
1.75;0.2489583333333334;69
2.0;0.2489583333333334;67
2.25;0.2489583333333334;62
2.5;0.4989583333333334;72
3.0;0.2489583333333334;71
3.25;0.2489583333333334;69
3.5;0.2489583333333334;67
3.75;0.2489583333333334;66
4.0;0.4989583333333334;76
4.5;0.2489583333333334;74
4.75;0.12395833333333339;76
4.875;0.12395833333333339;74
5.0;0.12395833333333339;72
5.125;0.12395833333333339;71
5.25;0.2489583333333334;69
5.5;0.12395833333333339;72
5.625;0.12395833333333339;71
5.75;0.12395833333333339;69
5.875;0.12395833333333339;67
6.0;0.2489583333333334;66
