"Start";"Duration";"Pitch"
0.0;0.06354166666666666;74
0.06458333333333333;0.43333333333333335;86
1.5;0.06354166666666661;74
1.5645833333333332;0.43333333333333335;86
3.0;0.0625;74
3.0635416666666666;1.9343750000000002;86
5.0;0.4989583333333334;81
5.5;0.4989583333333334;82
6.0;0.06354166666666661;81
6.064583333333333;0.43333333333333357;84
7.5;0.06354166666666661;81
7.564583333333333;0.43333333333333357;84
9.0;0.0625;81
9.063541666666666;1.934375000000001;84
11.0;0.4989583333333325;78
11.5;0.4989583333333325;79
