"Start";"Duration";"Pitch"
0.0;0.24895833333333334;60
0.25;0.24895833333333334;63
0.5;0.24895833333333328;63
0.75;0.24895833333333328;62
1.0;0.2489583333333334;62
1.25;0.2489583333333334;67
1.5;0.4989583333333334;67
2.0;0.2489583333333334;60
2.25;0.2489583333333334;63
2.5;0.2489583333333334;63
2.75;0.2489583333333334;62
3.0;0.2489583333333334;62
3.25;0.2489583333333334;67
3.5;0.4989583333333334;67
4.0;0.2489583333333334;60
4.25;0.2489583333333334;63
4.5;0.2489583333333334;63
4.75;0.2489583333333334;62
5.0;0.2489583333333334;62
5.25;0.2489583333333334;68
5.5;0.2489583333333334;68
5.75;0.2489583333333334;67
