"Start";"Duration";"Pitch"
0.0;0.24895833333333334;83
0.25;0.24895833333333334;84
0.5;0.24895833333333328;83
0.75;0.24895833333333328;90
1.0;0.2489583333333334;91
1.25;0.2489583333333334;88
1.5;0.2489583333333334;86
1.75;0.2489583333333334;84
2.0;0.2489583333333334;83
2.25;0.2489583333333334;84
2.5;0.2489583333333334;83
2.75;0.2489583333333334;90
3.0;0.2489583333333334;91
3.25;0.2489583333333334;88
3.5;0.2489583333333334;86
3.75;0.2489583333333334;84
4.0;0.2489583333333334;83
4.25;0.2489583333333334;84
4.5;0.2489583333333334;83
4.75;0.2489583333333334;89
5.0;0.2489583333333334;88
5.25;0.2489583333333334;84
5.5;0.2489583333333334;83
5.75;0.2489583333333334;81
6.0;0.2489583333333334;81
6.25;0.2489583333333334;83
6.5;0.2489583333333334;79
6.75;0.2489583333333334;81
7.0;0.2489583333333334;83
