"Start";"Duration";"Pitch"
0.25;0.24895833333333334;73
0.5;0.24895833333333328;78
0.75;0.24895833333333328;77
1.0;0.2489583333333334;78
1.25;0.12395833333333339;77
1.375;0.12395833333333339;75
1.5;0.04583333333333339;73
1.546875;0.04583333333333339;71
1.59375;0.04583333333333339;73
1.640625;0.04583333333333339;75
1.6875;0.1864583333333334;73
1.875;0.06145833333333339;71
1.9375;0.06145833333333339;73
2.0;0.4989583333333334;75
2.75;0.2489583333333334;73
3.0;0.2489583333333334;71
3.25;0.2489583333333334;70
3.5;0.2489583333333334;68
3.75;0.2489583333333334;73
4.0;0.2489583333333334;70
4.25;0.2489583333333334;66
