"Start";"Duration";"Pitch"
0.0;0.49895833333333334;88
0.5;0.4989583333333333;86
1.0;0.4989583333333334;78
1.5;0.4989583333333334;79
2.0;0.2489583333333334;90
2.25;0.2489583333333334;88
2.5;0.2489583333333334;85
2.75;0.2489583333333334;86
3.0;0.2489583333333334;76
3.25;0.2489583333333334;78
3.5;0.4989583333333334;79
4.0;0.2489583333333334;76
4.25;0.2489583333333334;78
4.5;0.2489583333333334;79
4.75;0.2489583333333334;74
5.0;0.2489583333333334;78
5.25;0.2489583333333334;84
5.5;0.4989583333333334;83
6.0;0.2489583333333334;79
6.25;0.2489583333333334;81
6.5;0.2489583333333334;83
6.75;0.2489583333333334;78
7.0;0.2489583333333334;87
7.25;0.2489583333333334;90
7.5;0.4989583333333334;83
