"Start";"Duration";"Pitch"
0.0;0.24895833333333334;82
0.25;0.24895833333333334;84
0.5;0.3739583333333333;86
0.875;0.12395833333333328;85
1.0;0.4989583333333334;86
1.5;0.2489583333333334;89
1.75;0.2489583333333334;87
2.0;0.3739583333333334;86
2.375;0.12395833333333339;85
2.5;0.4989583333333334;86
3.0;0.2489583333333334;82
3.25;0.2489583333333334;84
3.5;0.3739583333333334;86
3.875;0.12395833333333339;85
4.0;0.4989583333333334;86
4.5;0.2489583333333334;89
4.75;0.2489583333333334;87
5.0;0.3739583333333334;86
5.375;0.12395833333333339;85
5.5;0.4989583333333334;86
6.0;0.2489583333333334;85
6.25;0.2489583333333334;83
6.5;0.3739583333333334;84
6.875;0.12395833333333339;86
7.0;0.2489583333333334;84
