"Start";"Duration";"Pitch"
0.5;0.24895833333333328;79
1.0;0.2489583333333334;81
1.5;0.030208333333333393;83
1.53125;0.4677083333333334;81
2.25;0.2489583333333334;76
2.5;0.4989583333333334;79
3.5;0.2489583333333334;79
4.0;0.2489583333333334;81
4.5;0.030208333333333393;83
4.53125;0.4677083333333334;81
5.25;0.2489583333333334;76
5.5;0.9989583333333334;79
6.5;0.4989583333333334;76
7.0;0.4989583333333334;77
7.5;0.4989583333333334;79
8.0;0.7489583333333325;88
8.75;0.2489583333333325;83
9.0;0.4989583333333325;86
9.5;0.4989583333333325;84
10.0;0.4989583333333325;79
10.5;0.4989583333333325;80
11.0;0.030208333333332504;83
11.03125;0.4677083333333325;81
11.5;0.4989583333333325;77
12.0;0.4989583333333325;74
