"Start";"Duration";"Pitch"
0.0;0.24895833333333334;85
0.25;0.4989583333333333;92
0.75;0.12395833333333328;85
0.875;0.12395833333333328;90
1.0;0.3739583333333334;92
1.375;0.3739583333333334;97
1.75;0.12395833333333339;96
1.875;0.12395833333333339;97
2.0;0.12395833333333339;94
2.125;0.12395833333333339;96
2.25;0.2489583333333334;89
2.5;0.4989583333333334;92
3.0;0.2489583333333334;94
3.25;0.2489583333333334;89
3.5;0.4989583333333334;92
4.0;0.2489583333333334;89
4.25;0.4989583333333334;84
4.75;0.12395833333333339;82
4.875;0.12395833333333339;84
5.0;0.2489583333333334;85
