"Start";"Duration";"Pitch"
0.0;0.9989583333333333;67
1.0;0.030208333333333393;71
1.03125;0.2177083333333334;69
1.25;0.2489583333333334;67
1.5;0.2489583333333334;69
1.75;0.2489583333333334;71
2.0;0.4989583333333334;67
2.5;0.9989583333333334;72
3.5;0.7489583333333334;71
4.25;0.2489583333333334;69
4.5;0.2489583333333334;69
4.75;0.2489583333333334;68
5.0;0.2489583333333334;71
5.25;0.2489583333333334;69
5.5;0.2489583333333334;69
5.75;0.2489583333333334;68
6.0;0.2489583333333334;71
6.25;0.2489583333333334;69
6.5;0.2489583333333334;69
6.75;0.2489583333333334;67
7.0;0.2489583333333334;67
7.25;0.2489583333333334;66
7.5;0.2489583333333334;64
7.75;0.2489583333333334;62
