"Start";"Duration";"Pitch"
0.0;0.030208333333333334;86
0.03125;0.09270833333333334;73
0.125;0.12395833333333334;71
0.25;0.12395833333333334;73
0.375;0.12395833333333334;74
0.5;0.24895833333333328;76
0.75;0.24895833333333328;73
1.0;0.2489583333333334;69
1.25;0.3739583333333334;71
1.625;0.12395833333333339;68
1.75;0.2489583333333334;64
2.0;0.2489583333333334;69
2.25;0.2489583333333334;71
2.5;0.2489583333333334;73
2.75;0.12395833333333339;74
3.0;0.030208333333333393;76
3.03125;0.09270833333333339;74
3.125;0.12395833333333339;73
3.25;0.12395833333333339;74
3.375;0.12395833333333339;76
3.5;0.2489583333333334;78
3.75;0.2489583333333334;74
4.0;0.2489583333333334;71
4.25;0.3739583333333334;76
4.625;0.12395833333333339;73
4.75;0.2489583333333334;69
