"Start";"Duration";"Pitch"
0.0;0.24895833333333334;69
0.25;0.7489583333333333;78
1.0;0.2489583333333334;79
1.25;0.2489583333333334;76
1.5;0.2489583333333334;73
1.75;0.2489583333333334;80
2.0;0.9989583333333334;81
3.0;0.030208333333333393;78
3.03125;0.030208333333333393;80
3.0625;0.030208333333333393;78
3.09375;0.030208333333333393;76
3.125;0.12395833333333339;78
3.25;0.2489583333333334;81
3.5;0.2489583333333334;79
3.75;0.2489583333333334;76
4.0;0.2489583333333334;79
4.25;0.2489583333333334;78
4.5;0.2489583333333334;74
4.75;0.2489583333333334;76
5.0;0.9989583333333334;69
