Start;Duration;Pitch
0.10359000000000002;1.2052138958333334;73
1.31132;0.8957548611111112;77
2.2095700000000003;0.1214908333333331;75
2.33312;0.15155133333333337;73
2.4872400000000003;0.6142499166666666;75
3.10406;0.6142399583333331;77
3.7208699999999997;0.6000592916666667;78
4.92601;1.2194940833333332;77
6.14805;0.8006298333333337;80
6.95091;0.14620199999999883;78
7.099589999999999;0.15160050000000158;77
7.253760000000001;0.5565612916666653;82
7.81265;0.5692880416666668;84
8.384319999999999;0.6082550000000015;85
8.99512;0.8121020833333343;87
9.81062;1.039376528178611;89
