Start;Duration;Pitch
1.37447;0.33862316666666636;84
1.7145099999999998;0.34047541666666703;87
2.05641;0.6112838333333337;86
2.6689700000000003;0.5387951666666666;84
3.2088900000000002;0.04569433333333306;84
3.25616;1.4603580322580654;83
4.71809;0.06499866666666687;84
4.78533;1.4243414822695026;83
6.947139999999999;0.3168642083333344;84
7.2653300000000005;0.35665770833333355;87
7.623480000000001;0.5751492708333323;86
8.19983;0.635024270833334;84
8.83618;0.04570400000000063;88
8.883460000000001;1.26404934408602;89
10.14887;0.04571366666666776;88
10.19616;1.8538368071701914;89
