Start;Duration;Pitch
0.0;0.17844337500000002;69
0.17919000000000002;0.5185188333333333;78
0.6984299999999999;0.20392675000000027;79
0.9032100000000001;0.1967766666666666;76
1.10081;0.17492808333333332;73
1.27647;0.18204829166666658;80
1.45928;0.7490089687500003;81
2.20907;0.031165333333333045;78
2.24131;0.022900333333333744;80
2.265;0.018530999999999853;78
2.28417;0.018037999999999776;76
2.3028299999999997;0.09913691666666713;78
2.4028;0.1967766666666666;81
2.6004;0.19672687499999997;79
2.79795;0.2003317916666667;76
2.99912;0.1967965833333336;79
3.19674;0.20019237499999942;78
3.3977699999999995;0.19681650000000017;74
3.5954099999999998;0.20030191666666664;76
3.79655;0.45342924349656943;69
