Start;Duration;Pitch
0.0;0.16492991666666668;72
0.16562000000000002;0.3083861875;71
0.47465;0.15223304166666662;72
0.62752;0.2624820208333333;76
0.89055;0.1340391666666667;74
1.02515;0.29229977083333347;72
1.31806;0.14582983333333321;74
1.4645;0.3322064583333335;72
1.7974;0.14584974999999978;77
1.94386;0.2922798124999999;76
2.23675;0.14580991666666732;77
2.3831700000000002;0.2723913333333332;81
2.65613;0.14574020833333323;79
2.80248;0.20596002083333342;77
3.00887;0.25197570833333316;79
3.2619;0.335693111111111;77
3.59806;0.4519189943388171;76
