Start;Duration;Pitch
0.11504;0.46676700000000004;83
0.5837600000000001;0.33826466666666655;84
0.9234399999999999;0.31064024999999995;83
1.23538;0.46981424999999977;90
1.7071599999999998;0.4300107916666669;91
2.13897;0.3104012500000004;88
2.45067;0.34290524999999983;86
2.79501;0.29814254166666654;84
3.0944;0.3373186250000004;83
3.4331300000000002;0.3034802083333332;84
3.73788;0.4300107916666671;83
4.16969;0.41011404166666576;90
4.581519999999999;0.44975816666666724;91
5.03316;0.31058050000000037;88
5.34504;0.3049042499999999;86
5.6512199999999995;0.3159580000000002;84
5.9685;0.33050712500000046;83
6.30039;0.4101040833333336;84
6.712210000000001;0.4698042916666658;83
7.18398;0.6093305000000004;89
7.79586;0.5493912916666668;88
8.34755;0.31058050000000037;84
8.65943;0.4498378333333335;83
9.11115;0.3592966666666655;81
9.47195;0.24178833333333394;81
9.71475;0.37027074999999954;83
10.08657;0.4497979999999995;79
10.53825;0.3904662500000011;81
10.93035;1.7196384877758124;83
