"MID";"WAV"
0.00000;0.00000
2.00000;0.70036
3.00000;1.18264
4.00000;1.58722
5.00000;1.98403
6.00000;2.38863
7.00000;2.80883
7.50000;3.03438
8.00000;3.23666
9.00000;3.64126
10.00000;4.04584
10.50000;4.24813
11.00000;4.45060
12.00000;4.90173
12.50000;5.11957
13.00000;5.32966
13.50000;5.54756
14.00000;5.76538
14.50000;5.98328
15.00000;6.20104
15.50000;6.41089
16.00000;6.59785
16.50000;6.80785
17.00000;7.01021
17.50000;7.22010
18.00000;7.40682
19.00000;7.78811
19.50000;7.98279
20.00000;8.19279
20.50000;8.39516
21.00000;8.60443
21.99792;8.85000
