"MID";"WAV"
0.00000;0.18145
0.75000;1.24357
0.83333;1.35541
0.91667;1.45453
1.00000;1.55596
1.50000;2.24378
2.00000;2.91175
2.50000;3.55974
3.00000;4.34768
3.75000;5.47960
3.83333;5.59386
3.91667;5.70221
4.00000;5.80364
4.12500;5.98548
4.25000;6.12752
4.37500;6.24961
4.50000;6.37151
4.62500;6.55345
4.75000;6.67552
4.87500;6.79763
5.00000;7.03825
6.00000;8.67243
6.75000;9.82727
6.83333;9.93898
6.91667;10.00990
7.00000;10.11133
7.25000;10.43681
7.50000;10.73911
7.75000;11.03542
8.00000;11.34718
8.25000;11.76679
8.50000;12.05507
8.75000;12.33914
8.99792;12.75000
