"MID";"WAV"
0.00000;0.00000
0.12500;0.10319
0.25000;0.20635
0.37500;0.30954
0.50000;0.41271
0.62500;0.51589
0.75000;0.61908
0.87500;0.72224
1.00000;0.82543
1.12500;0.92862
1.25000;1.03178
1.37500;1.13497
1.50000;1.23814
1.62500;1.34132
1.75000;1.44451
1.87500;1.54768
2.00000;1.65086
2.12500;1.75404
2.25000;1.85721
2.37500;1.96040
2.50000;2.06358
2.62500;2.16675
2.75000;2.26993
2.87500;2.37310
3.00000;2.47629
3.12500;2.57947
3.25000;2.68264
3.37500;2.78583
3.50000;2.88900
3.62500;2.99218
3.75000;3.09536
3.87500;3.18312
3.99167;3.25000
