"MID";"WAV"
0.00000;0.00000
1.25000;0.84742
1.50000;1.01685
1.75000;1.14641
2.00000;1.31587
2.12500;1.44061
2.25000;1.52535
2.37500;1.61009
2.50000;1.69483
2.62500;1.77958
2.75000;1.86432
2.87500;1.94913
3.25000;2.34327
3.50000;2.49279
3.75000;2.68221
4.00000;2.83174
4.12500;2.91649
4.25000;3.00122
4.37500;3.06865
4.50000;3.09690
4.62500;3.17545
4.75000;3.26018
4.87500;3.34494
5.25000;3.69907
5.50000;3.86251
5.75000;3.92547
6.00000;4.08762
6.12500;4.17235
6.25000;4.25709
6.37500;4.34183
6.50000;4.42658
6.62500;4.51132
6.75000;4.59605
6.87500;4.68092
7.25000;5.01503
7.50000;5.18446
7.75000;5.29406
8.00000;5.38371
8.12500;5.46822
8.25000;5.55297
8.37500;5.63771
8.50000;5.72245
8.62500;5.80719
8.75000;5.89192
8.87500;5.97667
8.99792;6.05000
