"MID";"WAV"
0.00000;0.18974
2.00000;1.61348
2.50000;1.92178
3.00000;2.11017
5.00000;3.12362
5.50000;3.37201
6.00000;3.64036
8.00000;4.67399
8.50000;4.98092
9.00000;5.19077
11.00000;6.44412
11.50000;6.81244
12.00000;7.12085
12.12500;7.19192
12.25000;7.25507
12.37500;7.33213
12.50000;7.40922
12.62500;7.48632
12.75000;7.56340
12.87500;7.64050
13.00000;7.71760
13.12500;7.77153
13.25000;7.79726
13.37500;7.86888
13.50000;7.94597
13.62500;8.02306
13.75000;8.08005
13.87500;8.13725
14.00000;8.21433
14.50000;8.52270
15.00000;8.83107
17.00000;10.18455
17.50000;10.50929
17.99792;10.85000
