"MID";"WAV"
0.00000;0.00000
0.25000;0.43629
0.50000;0.91549
0.75000;1.39425
1.75000;2.34519
3.25000;3.76083
3.75000;4.33280
5.25000;5.85568
5.75000;6.34182
6.25000;6.80663
6.75000;7.39997
7.75000;8.39376
9.25000;9.78798
9.75000;10.31705
11.25000;11.90430
11.75000;12.43336
12.25000;12.96245
12.75000;13.49154
13.75000;14.54959
15.25000;15.90107
15.75000;16.47303
17.25000;18.21020
17.75000;18.69656
18.25000;19.24711
18.75000;19.79761
19.75000;20.87748
21.25000;22.67921
21.75000;23.27196
23.24792;24.55000
