"MID";"WAV"
0.00000;0.00000
0.50000;0.06482
2.00000;0.39725
2.50000;0.51105
2.62292;0.53519
2.74792;0.56291
2.87500;0.59226
2.99792;0.62984
3.12292;0.66775
3.25000;0.70315
3.37292;0.73635
3.49792;0.76460
3.62500;0.79632
3.74792;0.82745
3.87292;0.86169
4.00000;0.89319
4.25000;0.95149
4.50000;1.00135
5.50000;1.10786
7.50000;1.42159
8.00000;1.50573
8.50000;1.65964
9.00000;1.74322
9.50000;1.87143
10.00000;1.98780
10.50000;2.10573
11.00000;2.23137
11.50000;2.34658
12.00000;2.46661
12.50000;2.58096
13.00000;2.71808
13.50000;2.84156
14.00000;2.95585
14.50000;3.07170
15.00000;3.19625
15.50000;3.31597
16.00000;3.41967
16.47292;3.55000
