"MID";"WAV"
0.00000;0.00000
0.50000;0.16246
1.00000;0.34233
1.50000;0.50478
2.00000;0.67152
2.50000;0.80789
4.00000;1.30826
4.50000;1.46198
5.00000;1.61571
5.50000;1.76948
6.00000;1.93173
6.50000;2.07694
8.00000;2.55982
8.50000;2.71334
9.00000;2.85440
9.50000;3.02100
10.00000;3.17457
10.50000;3.31980
10.62500;3.35932
10.75000;3.39885
10.87500;3.43837
11.00000;3.47709
11.50000;3.59173
12.00000;3.71501
12.50000;3.84317
13.00000;4.00108
13.50000;4.15053
14.00000;4.30407
14.50000;4.45028
15.49792;4.85000
