"MID";"WAV"
0.00000;0.00000
1.00000;0.52583
1.12500;0.59155
1.25000;0.65728
1.37500;0.72301
1.50000;0.78873
1.62500;0.85447
1.75000;0.92019
1.87500;0.98592
2.00000;1.05160
2.25000;1.16501
2.50000;1.30548
2.75000;1.42790
3.00000;1.56837
4.00000;1.89047
4.12500;1.94258
4.25000;1.99924
4.37500;2.05591
4.50000;2.11258
4.62500;2.17826
4.75000;2.25299
4.87500;2.32327
5.00000;2.39811
5.25000;2.53407
5.50000;2.66105
5.75000;2.81056
6.00000;2.92845
6.25000;3.05991
6.50000;3.19588
6.75000;3.34092
7.00000;3.46786
7.25000;3.60383
7.50000;3.73078
7.75000;3.86222
8.00000;4.01174
8.25000;4.14775
8.50000;4.27019
8.75000;4.40615
9.00000;4.53312
9.25000;4.67383
9.49792;4.95000
