"MID";"WAV"
1.00000;0.35904
1.50000;0.50125
2.00000;0.63515
2.50000;0.78865
3.00000;0.92272
4.00000;1.32838
4.50000;1.46408
5.00000;1.59787
5.50000;1.77034
6.00000;1.90544
6.06250;1.92216
6.12500;1.93888
6.18750;1.95561
6.25000;1.97233
6.50000;2.03922
7.00000;2.17302
7.50000;2.33253
8.00000;2.47988
8.50000;2.63319
9.00000;2.82480
10.00000;3.15381
10.50000;3.28952
11.00000;3.42331
11.50000;3.55709
12.00000;3.74597
13.00000;4.09512
13.50000;4.23224
14.00000;4.36602
14.50000;4.49981
15.00000;4.61560
16.00000;4.89341
16.50000;5.03115
17.00000;5.17671
17.50000;5.29863
18.00000;5.43154
18.06250;5.44831
18.12500;5.46356
18.18750;5.47926
18.25000;5.49530
18.50000;5.57518
18.99792;6.05000
