"MID";"WAV"
0.00000;0.00000
0.16667;0.05843
0.33333;0.11687
0.50000;0.17529
1.00000;0.35059
1.16667;0.40902
1.33333;0.46746
1.50000;0.52589
2.00000;0.70119
2.16667;0.75962
2.33333;0.81805
2.50000;0.87648
3.00000;1.05178
3.16667;1.11022
3.33333;1.16864
3.50000;1.22707
4.00000;1.40237
4.16667;1.46081
4.33333;1.51924
4.50000;1.57766
5.00000;1.75298
5.16667;1.81140
5.33333;1.86983
5.50000;1.92827
6.00000;2.10355
6.16667;2.16199
6.33333;2.22042
6.50000;2.27886
7.00000;2.45416
7.16667;2.51259
7.33333;2.57102
7.50000;2.62946
8.00000;2.80475
8.16667;2.86318
8.33333;2.92162
8.50000;2.98005
9.00000;3.15534
9.33333;3.27221
9.66667;3.38906
10.00000;3.50593
10.16667;3.56436
10.33333;3.62281
10.50000;3.68123
11.00000;3.85653
11.33333;3.97339
11.66667;4.09025
12.00000;4.20712
12.16667;4.26555
12.33333;4.32399
12.50000;4.38242
13.00000;4.55771
13.50000;4.73301
14.00000;4.90830
14.50000;5.08360
15.00000;5.25891
15.50000;5.43420
15.97292;5.55000
