"MID";"WAV"
0.00000;0.14513
3.00000;1.07858
5.00000;1.81044
6.00000;2.18851
7.00000;2.54658
11.00000;3.79897
11.50000;3.97802
12.00000;4.15707
12.12500;4.20183
12.25000;4.24659
12.37500;4.29134
12.50000;4.33610
12.62500;4.38087
12.75000;4.42564
12.87500;4.45998
13.00000;4.49516
13.12500;4.53991
13.25000;4.58468
13.37500;4.62943
13.50000;4.65988
13.62500;4.69899
13.75000;4.72383
13.87500;4.74860
14.00000;4.77337
14.12500;4.81800
14.25000;4.86276
14.37500;4.90753
14.50000;4.95229
14.62500;4.99705
14.75000;5.04180
14.87500;5.08656
15.00000;5.13132
15.06250;5.15371
15.12500;5.17610
16.00000;5.48942
17.00000;5.84751
18.00000;6.20559
23.00000;7.93605
23.50000;8.11480
24.00000;8.19412
24.12500;8.23888
24.25000;8.28365
24.37500;8.32832
24.50000;8.36021
24.62500;8.39793
24.75000;8.44269
24.87500;8.48745
25.00000;8.53221
25.12500;8.57697
25.25000;8.62174
25.37500;8.66649
25.50000;8.70000
25.62500;8.71999
25.75000;8.76078
25.87500;8.80554
26.00000;8.85031
26.12500;8.89507
26.25000;8.93983
26.37500;8.96468
26.50000;9.00934
26.62500;9.05411
26.75000;9.09888
26.87500;9.14363
27.00000;9.18839
27.06250;9.21078
27.12500;9.23315
28.00000;9.54648
29.00000;9.90456
30.00000;10.26266
30.99792;10.55000
