"MID";"WAV"
0.00000;0.00000
1.00000;1.23361
1.25000;1.56191
1.50000;1.89031
1.75000;2.11952
2.00000;2.52705
2.50000;3.16391
2.75000;3.58818
3.00000;3.90066
3.50000;4.57738
4.00000;5.29419
4.50000;6.08215
5.00000;6.94768
6.00000;8.49676
7.50000;10.95812
8.00000;11.72829
9.00000;13.36196
9.25000;13.84534
9.50000;14.15928
9.75000;14.46696
10.00000;14.79539
10.50000;15.41214
10.75000;15.78053
11.00000;16.10896
11.50000;16.70571
12.00000;17.40247
12.50000;18.15927
13.00000;18.97596
14.00000;20.86945
14.99792;22.05000
