"MID";"WAV"
0.00000;0.00000
1.50000;1.32018
1.75000;1.54699
2.00000;1.77580
2.25000;1.98411
2.50000;2.20060
2.75000;2.43297
3.00000;2.66540
3.50000;3.12968
3.75000;3.36204
4.00000;3.58240
5.50000;4.96851
5.75000;5.21299
6.00000;5.44458
6.25000;5.67699
6.50000;5.90936
6.75000;6.14180
7.00000;6.38977
9.25000;8.44108
9.50000;8.64939
9.75000;8.88175
10.00000;9.10210
10.25000;9.31016
10.50000;9.51842
10.75000;9.72673
11.00000;9.94325
13.25000;12.11304
13.50000;12.33434
13.75000;12.54467
14.00000;12.74096
14.25000;12.94919
14.50000;13.16159
14.75000;13.36986
15.00000;13.57818
15.25000;13.79849
15.50000;13.99478
15.99792;14.05000
