"MID";"WAV"
0.00000;0.10462
2.00000;1.08680
2.12500;1.14351
2.25000;1.23998
2.37500;1.29686
2.50000;1.37028
2.62500;1.44540
2.75000;1.50688
2.87500;1.54187
3.00000;1.58031
3.12500;1.63693
3.25000;1.69361
3.37500;1.75026
3.50000;1.79052
3.62500;1.82144
3.75000;1.84425
4.00000;1.93367
4.50000;2.16039
5.00000;2.40705
7.00000;3.23487
7.06250;3.30222
7.50000;3.46071
7.75000;3.57414
8.00000;3.72733
8.50000;3.95405
8.75000;4.06740
9.00000;4.14093
9.25000;4.25405
9.50000;4.34740
9.75000;4.42082
10.00000;4.55414
10.25000;4.66753
10.50000;4.78080
10.75000;4.87420
11.00000;4.97173
11.24792;5.05000
