"MID";"WAV"
0.00000;0.19709
0.75000;0.59919
1.00000;0.81134
1.75000;1.28483
2.00000;1.44266
2.12500;1.52158
2.25000;1.60049
2.37500;1.67941
2.50000;1.75832
2.62500;1.83724
2.75000;1.91617
2.87500;1.99507
3.00000;2.07400
3.12500;2.15292
3.25000;2.23183
3.37500;2.31074
3.50000;2.38982
3.62500;2.50858
3.75000;2.58750
3.87500;2.66641
4.00000;2.74522
4.75000;3.05888
5.00000;3.21658
5.75000;3.59527
6.00000;3.78682
7.00000;4.51925
9.00000;5.60203
10.75000;6.56683
11.00000;6.72465
11.75000;7.17815
12.00000;7.33599
13.00000;7.96732
13.75000;8.44082
14.00000;8.55866
15.99792;9.85000
