"MID";"WAV"
0.00000;0.00000
0.12500;0.06360
0.25000;0.12721
0.37500;0.19081
0.50000;0.25443
0.62500;0.31804
0.75000;0.38165
0.87500;0.44525
1.00000;0.50886
1.12500;0.57247
1.25000;0.63608
1.37500;0.69968
1.50000;0.76329
1.62500;0.82689
1.75000;0.89051
1.87500;0.95411
2.00000;1.01773
2.06250;1.04953
3.00000;1.52658
3.12500;1.59019
3.25000;1.65379
3.37500;1.71740
3.50000;1.78101
3.62500;1.84416
3.75000;1.89266
3.87500;1.95184
4.00000;2.01503
4.12500;2.06603
4.25000;2.10895
4.37500;2.16627
4.50000;2.22987
4.62500;2.29347
4.75000;2.35708
4.87500;2.42069
5.00000;2.48431
5.06250;2.51600
7.33333;3.61164
7.66667;3.78126
8.00000;3.95089
8.33333;4.12051
8.66667;4.29012
9.00000;4.45974
9.33333;4.62862
9.66667;4.77136
10.00000;4.92834
10.33333;5.08755
10.66667;5.24638
11.00000;5.39502
11.33333;5.53898
11.66667;5.69316
11.99792;5.75000
