"MID";"WAV"
1.50000;1.02396
2.00000;1.25861
2.12500;1.31728
2.25000;1.37594
2.37500;1.43460
2.50000;1.49327
2.62500;1.55192
2.75000;1.61058
2.87500;1.66926
3.00000;1.72792
4.50000;2.30939
5.00000;2.53884
5.50000;2.75786
6.00000;2.99256
7.50000;3.60270
8.00000;3.89305
8.12500;3.95183
8.25000;4.01215
8.37500;4.06985
8.50000;4.13168
8.62500;4.18418
8.75000;4.24185
8.87500;4.30485
9.00000;4.36667
9.06250;4.40333
9.12500;4.43783
10.50000;4.82787
11.00000;5.06237
11.50000;5.29701
12.00000;5.53172
12.99792;6.05000
