"MID";"WAV"
0.00000;0.00000
0.06250;0.07610
0.50000;0.39891
0.56250;0.43924
1.00000;0.71879
1.06250;0.76889
1.50000;1.07659
1.56250;1.12749
2.00000;1.42880
2.06250;1.46869
2.50000;1.74892
2.56250;1.79427
3.00000;2.07504
3.06250;2.11864
3.50000;2.36322
3.56250;2.40866
4.00000;2.70160
4.06250;2.74583
4.25000;2.87443
4.50000;3.03655
4.75000;3.20290
5.00000;3.36251
5.50000;3.67779
6.00000;3.99503
6.06250;4.04669
6.25000;4.17288
6.50000;4.33689
6.75000;4.49553
7.00000;4.66987
7.50000;5.00229
7.75000;5.16868
8.00000;5.34971
8.49792;5.65000
