"MID";"WAV"
0.00000;0.12128
1.00000;1.24164
2.00000;2.36200
3.00000;3.69949
3.12500;3.84352
3.25000;3.98748
3.37500;4.13143
3.50000;4.27539
3.62500;4.41827
3.75000;4.56222
3.87500;4.70618
4.00000;4.85014
4.12500;4.99409
4.25000;5.13700
4.37500;5.28095
4.50000;5.42491
4.62500;5.56887
4.75000;5.71282
4.87500;5.85678
5.00000;5.99966
5.75000;6.71301
6.00000;7.40016
6.12500;7.50030
6.25000;7.59970
6.37500;7.69984
6.50000;7.79998
6.62500;7.90013
6.75000;8.00027
6.87500;8.09967
7.00000;8.19981
8.00000;9.71368
8.25000;10.07765
8.50000;10.29948
8.75000;10.52322
9.00000;11.04129
9.12500;11.21876
10.00000;11.90029
10.12500;12.01389
10.25000;12.12833
10.37500;12.24279
10.50000;12.35723
10.62500;12.47169
10.75000;12.58613
10.87500;12.69973
10.99167;12.75000
