"MID";"WAV"
0.00000;0.00000
0.25000;0.12781
0.50000;0.25561
0.75000;0.38342
1.00000;0.51123
1.25000;0.63903
1.50000;0.76684
1.75000;0.89465
2.00000;1.02245
2.25000;1.15027
2.50000;1.27808
2.75000;1.40588
3.00000;1.53369
3.25000;1.66150
3.50000;1.78930
3.75000;1.91711
4.00000;2.04492
4.25000;2.17272
4.50000;2.30053
4.75000;2.42834
5.00000;2.55615
5.25000;2.68396
5.50000;2.81177
5.75000;2.93957
6.00000;3.06738
6.25000;3.19519
6.50000;3.32299
6.75000;3.45080
7.00000;3.57861
7.25000;3.70642
7.50000;3.83422
7.75000;3.96203
8.00000;4.08984
8.25000;4.21764
8.50000;4.34545
8.75000;4.46966
8.99792;4.55000
