"MID";"WAV"
1.50000;0.57194
2.00000;0.72260
3.00000;1.10390
3.50000;1.29456
4.00000;1.48522
4.50000;1.69585
5.00000;1.88440
5.50000;2.05712
6.00000;2.22780
6.06250;2.25163
6.50000;2.41841
7.00000;2.58910
7.50000;2.77970
8.00000;2.95040
9.00000;3.33170
9.50000;3.52235
10.00000;3.71310
10.50000;3.94354
11.00000;4.13429
11.50000;4.32495
12.00000;4.51560
12.50000;4.72621
13.00000;4.91689
13.50000;5.09160
14.00000;5.27820
14.06250;5.30203
14.50000;5.46885
15.00000;5.61956
15.50000;5.81015
15.99792;6.05000
