"MID";"WAV"
0.00000;0.18692
0.75000;1.44470
1.00000;1.87894
1.12500;2.27188
1.50000;2.66785
1.75000;2.97674
2.00000;3.34454
2.50000;4.05996
3.00000;4.71630
3.50000;5.39340
4.00000;6.13113
4.06250;6.23317
4.12500;6.33522
4.75000;7.35780
5.00000;7.85629
5.12500;8.19619
5.50000;8.45569
5.75000;8.76603
6.00000;9.12902
6.50000;9.82871
7.00000;10.50714
7.50000;11.22698
8.00000;12.07158
8.75000;13.12939
9.00000;13.49065
9.12500;13.82505
9.50000;14.14901
9.75000;14.44454
10.00000;14.82285
10.47292;15.35000
