"MID";"WAV"
0.00000;0.00000
0.50000;0.16958
1.00000;0.33916
3.00000;1.10400
4.00000;1.43667
6.00000;2.22791
6.50000;2.42418
7.00000;2.60066
9.00000;3.19952
10.00000;3.54485
12.00000;4.12396
12.50000;4.29285
13.00000;4.46243
13.50000;4.61913
14.00000;4.78825
14.50000;4.97072
15.00000;5.14075
15.50000;5.30393
16.00000;5.45407
16.50000;5.62282
17.00000;5.79880
17.50000;5.96865
18.00000;6.13823
18.50000;6.27608
19.00000;6.44406
19.50000;6.61364
20.00000;6.78322
20.50000;6.95280
21.00000;7.12239
21.50000;7.29196
22.00000;7.46154
22.99792;7.75000
