"MID";"WAV"
0.00000;0.00000
2.00000;2.71491
2.50000;3.39366
3.00000;4.10844
3.50000;4.80521
4.00000;5.50194
5.75000;7.79641
6.00000;8.18081
7.50000;10.10866
8.00000;10.69822
8.12500;11.64702
8.25000;11.74881
8.37500;11.86887
8.50000;11.97085
9.00000;12.19895
9.75000;13.08243
10.00000;13.62956
10.12500;14.10946
10.25000;14.28366
10.37500;14.45783
10.50000;14.63148
11.00000;14.87779
11.75000;15.79703
12.00000;16.19929
12.50000;16.86008
12.75000;17.22645
13.00000;17.57491
13.25000;17.99529
13.50000;18.32584
13.75000;18.74617
14.00000;19.05875
14.50000;19.89970
14.99792;20.85000
