"MID";"WAV"
0.00000;0.00000
0.50000;0.29204
0.75000;0.43807
1.00000;0.58409
1.25000;0.73011
1.50000;0.87615
2.00000;1.16819
2.25000;1.31422
2.50000;1.46024
2.75000;1.60626
3.00000;1.75230
3.50000;2.04434
4.00000;2.33639
4.50000;2.62844
5.00000;2.92049
6.00000;3.50458
6.50000;3.79663
7.00000;4.08868
7.50000;4.38073
8.00000;4.67277
9.00000;5.25688
9.50000;5.54892
9.75000;5.69496
10.00000;5.84098
10.25000;5.98700
10.50000;6.13303
11.00000;6.42507
11.25000;6.57110
11.50000;6.71711
11.75000;6.86314
12.00000;7.00918
12.49792;7.25000
