"MID";"WAV"
0.50000;0.46905
1.00000;0.78720
1.50000;1.06083
2.00000;1.31444
2.50000;1.58807
3.00000;1.86163
3.50000;2.11524
4.00000;2.34890
4.50000;2.62247
5.00000;2.85612
5.50000;3.10971
6.00000;3.38328
6.50000;3.63692
7.00000;3.89052
7.50000;4.16414
8.00000;4.41775
8.50000;4.67136
9.00000;4.92727
10.50000;5.70578
10.75000;5.83245
11.00000;5.92314
11.12500;5.96275
11.25000;5.99154
11.37500;6.00740
11.50000;6.02259
11.62500;6.03528
11.75000;6.04798
11.87500;6.06320
12.00000;6.12152
12.50000;6.24044
13.00000;6.49385
13.99792;7.05000
