"MID";"WAV"
0.00000;0.00000
1.00000;0.40668
3.00000;1.14019
4.00000;1.57042
6.00000;2.40033
6.12500;2.45118
6.25000;2.50202
6.37500;2.55286
6.50000;2.60370
6.62500;2.65454
6.75000;2.70537
6.87500;2.75622
7.00000;2.80706
7.50000;3.01042
8.00000;3.21379
8.50000;3.39716
9.00000;3.61073
9.12500;3.66752
9.25000;3.70229
9.37500;3.74856
9.50000;3.78387
9.62500;3.83471
9.75000;3.88556
9.87500;3.93639
10.00000;3.98723
10.50000;4.20599
11.00000;4.41396
11.50000;4.61732
12.00000;4.82073
12.12500;4.87722
12.25000;4.94236
12.37500;4.99319
12.50000;5.04404
12.62500;5.09487
12.75000;5.14572
12.87500;5.19657
13.00000;5.24740
13.50000;5.45077
14.00000;5.65407
14.50000;5.82736
14.99792;6.05000
