"MID";"WAV"
0.00000;0.00000
0.25000;0.22764
0.50000;0.49143
0.75000;0.70060
1.00000;0.87294
1.25000;1.01615
1.50000;1.21260
1.75000;1.37434
2.00000;1.58931
2.25000;1.78695
2.50000;2.00218
2.75000;2.21136
3.00000;2.41417
3.25000;2.60550
3.50000;2.79984
3.75000;2.92658
4.00000;3.11223
4.25000;3.31437
4.37500;3.40494
4.50000;3.50358
4.75000;3.64318
5.25000;3.81927
5.50000;4.02179
5.75000;4.21898
6.00000;4.41690
6.25000;4.62384
6.50000;4.79552
6.62500;4.87361
6.75000;4.95819
7.00000;5.13593
7.50000;5.31605
7.75000;5.53526
8.00000;5.72988
8.25000;5.89656
8.49792;5.95000
