"MID";"WAV"
0.00000;0.00000
0.75000;0.30657
1.00000;0.40877
1.12500;0.45987
1.25000;0.51097
1.37500;0.56206
1.50000;0.61315
1.62500;0.66425
1.75000;0.71534
1.87500;0.76644
2.00000;0.81754
2.06250;0.84308
2.12500;0.86863
3.00000;1.22631
3.75000;1.53289
4.00000;1.63508
4.12500;1.68618
4.25000;1.73727
4.37500;1.78837
4.50000;1.83946
4.62500;1.89056
4.75000;1.94165
4.87500;1.99276
5.00000;2.04385
6.00000;2.45262
6.75000;2.75919
7.00000;2.86139
7.12500;2.91249
7.25000;2.96358
7.37500;3.01468
7.50000;3.06577
7.62500;3.11687
7.75000;3.16796
7.87500;3.21906
8.00000;3.27016
9.00000;3.79860
9.25000;3.91512
9.50000;4.02689
9.75000;4.17685
10.00000;4.33640
10.50000;4.53132
11.49792;4.75000
