"MID";"WAV"
0.00000;0.00000
0.50000;0.17529
1.00000;0.35059
1.50000;0.52589
2.00000;0.70119
2.50000;0.87648
3.00000;1.05178
3.50000;1.22707
4.00000;1.40237
4.50000;1.57767
5.00000;1.75298
5.50000;1.92827
6.00000;2.10355
6.50000;2.27886
7.00000;2.45416
7.50000;2.62946
8.00000;2.80475
8.50000;2.98005
9.00000;3.15534
9.50000;3.33064
10.00000;3.50593
10.50000;3.68123
11.00000;3.85653
11.50000;4.03182
12.00000;4.20712
12.50000;4.38242
13.00000;4.55771
13.50000;4.73301
14.00000;4.90830
14.50000;5.08360
15.00000;5.25891
15.50000;5.43420
15.97292;5.55000
