"MID";"WAV"
0.50000;0.79597
0.66667;0.94975
0.83333;1.10352
1.00000;1.24245
3.50000;3.44519
3.66667;3.59152
3.83333;3.73787
4.00000;3.89891
4.66667;4.51413
4.83333;4.67525
5.00000;4.83645
5.06250;4.89692
5.25000;5.07828
5.66667;5.48132
5.83333;5.64254
6.00000;5.80376
6.06250;5.86421
6.25000;6.04557
6.66667;6.44861
6.83333;6.60983
7.00000;6.76398
7.16667;6.91096
7.33333;7.06488
7.50000;7.20494
7.75000;7.38973
8.00000;7.59431
8.25000;7.79116
8.50000;7.98130
8.56250;8.02725
8.75000;8.19286
8.99792;8.35000
