"MID";"WAV"
0.00000;0.00000
0.07083;0.04394
0.10625;0.10181
0.17917;0.22880
0.50000;0.40189
1.00000;0.60891
1.75000;0.91773
2.00000;0.99673
3.00000;1.49984
3.07083;1.53385
3.10625;1.56685
3.17917;1.61786
3.50000;1.77190
4.00000;1.99802
4.75000;2.27606
5.00000;2.49866
6.00000;2.88648
6.50000;3.11629
7.00000;3.39738
9.50000;4.71052
9.75000;4.79979
10.00000;4.88905
10.25000;4.98857
10.50000;5.11886
10.75000;5.20812
11.00000;5.27687
11.25000;5.40716
11.50000;5.51694
11.75000;5.62671
11.98542;5.75000
