"MID";"WAV"
0.00000;0.00000
0.50000;0.30517
1.00000;0.59581
1.50000;0.88642
2.00000;1.16981
2.50000;1.44594
3.00000;1.70029
3.06250;1.73567
3.12500;1.77108
3.18750;1.80651
3.25000;1.84193
3.50000;1.98361
4.00000;2.26699
4.50000;2.55036
6.00000;3.40047
6.06250;3.43590
6.12500;3.47131
6.18750;3.50673
6.25000;3.54216
6.50000;3.68384
7.00000;3.96721
7.50000;4.25059
9.00000;4.97760
9.50000;5.30375
10.00000;5.60189
10.50000;5.81370
11.00000;6.09616
11.50000;6.39389
12.00000;6.61306
12.50000;6.88828
13.00000;7.15007
13.50000;7.39731
14.99792;8.45000
