"MID";"WAV"
0.25000;0.12503
0.50000;0.25006
0.75000;0.37510
1.00000;0.50013
1.25000;0.62516
1.50000;0.75019
1.75000;0.87522
2.00000;1.00026
2.25000;1.12530
2.50000;1.25033
2.75000;1.37536
3.00000;1.50039
3.25000;1.62542
3.50000;1.75046
3.75000;1.87549
4.00000;2.00053
4.25000;2.12556
4.50000;2.25059
4.75000;2.37562
5.00000;2.50065
5.25000;2.62569
5.50000;2.75072
5.75000;2.87575
6.00000;3.00078
6.25000;3.12581
6.50000;3.25084
6.75000;3.37588
7.00000;3.50091
7.25000;3.62594
7.50000;3.75097
7.75000;3.87505
7.99792;3.95000
