"MID";"WAV"
0.00000;0.00000
0.25000;0.07376
0.50000;0.13592
1.00000;0.34374
1.50000;0.54749
2.00000;0.76328
2.25000;0.85138
2.50000;0.93931
3.00000;1.16958
3.50000;1.38305
4.00000;1.58660
4.25000;1.67482
4.50000;1.76287
5.00000;1.99755
5.50000;2.17455
6.00000;2.40602
6.25000;2.49816
6.50000;2.58622
7.00000;2.82083
7.50000;3.01749
8.00000;3.21221
8.25000;3.30167
8.50000;3.38964
9.00000;3.64355
9.50000;3.82136
10.00000;4.01670
10.25000;4.10516
10.50000;4.19309
11.00000;4.41837
11.50000;4.61915
12.00000;4.83923
12.25000;4.92865
12.50000;5.03526
13.00000;5.25083
13.50000;5.42826
14.00000;5.61910
14.25000;5.71171
14.50000;5.79998
15.00000;6.01521
15.50000;6.21938
16.00000;6.41131
16.25000;6.52129
16.50000;6.61843
17.00000;6.86794
17.50000;7.05407
18.00000;7.27288
18.25000;7.38082
18.50000;7.48143
19.00000;7.69434
19.50000;7.89192
20.00000;8.09555
20.25000;8.20643
20.50000;8.29854
21.00000;8.47625
21.50000;8.65778
22.00000;8.81134
22.25000;8.91368
22.50000;9.03045
22.99792;9.05000
