"MID";"WAV"
0.00000;0.00000
2.00000;0.82976
2.50000;1.03720
3.00000;1.24464
3.12500;1.29649
3.25000;1.34836
3.37500;1.40022
3.50000;1.45207
3.62500;1.50393
3.75000;1.55579
3.87500;1.60765
4.00000;1.65951
4.50000;1.86695
5.00000;2.07439
5.50000;2.28183
6.00000;2.48927
6.12500;2.54113
6.25000;2.59299
6.37500;2.64485
6.50000;2.69672
6.62500;2.74858
6.75000;2.80043
6.87500;2.85229
7.00000;2.90415
7.12500;2.95601
7.25000;3.00787
7.37500;3.05972
7.50000;3.11159
8.00000;3.29581
8.50000;3.49790
9.00000;3.69133
9.06250;3.71321
9.12500;3.73438
9.50000;3.89782
10.00000;4.09184
10.50000;4.29420
11.00000;4.49685
12.00000;4.88346
13.49792;5.55000
