"MID";"WAV"
1.00000;0.00007
2.00000;0.88767
3.00000;2.18182
7.00000;5.79559
7.50000;6.58846
8.00000;7.08957
10.00000;9.30033
10.50000;9.88701
11.00000;10.40512
11.50000;10.87206
12.00000;11.42477
13.50000;13.08253
14.00000;13.63510
14.50000;14.15330
15.00000;14.67131
15.50000;15.12074
16.00000;15.53579
16.12500;15.63559
16.25000;15.75228
16.37500;15.86869
16.50000;15.96845
16.62500;16.08536
16.75000;16.21899
16.87500;16.33566
17.00000;16.45235
17.12500;16.56902
17.25000;16.68569
17.37500;16.80238
17.50000;16.91931
17.62500;17.05292
17.75000;17.16959
17.87500;17.29897
18.00000;18.03758
20.99792;19.55002
