"MID";"WAV"
0.00000;0.00000
1.00000;0.21526
2.00000;0.42723
3.00000;0.66367
4.00000;0.90299
4.50000;1.00536
5.00000;1.10742
5.50000;1.20307
6.00000;1.30509
6.50000;1.40078
7.00000;1.50315
8.00000;1.71081
9.00000;2.00029
10.50000;2.31263
11.00000;2.43788
12.00000;2.72002
13.00000;2.93588
13.12500;2.96411
13.25000;2.99234
13.37500;3.02056
13.50000;3.04879
13.62500;3.07703
13.75000;3.10526
13.87500;3.13349
14.00000;3.16172
14.12500;3.18994
14.25000;3.21818
14.37500;3.24641
14.50000;3.27464
14.62500;3.30286
14.75000;3.33109
14.87500;3.35932
15.00000;3.38198
15.49792;3.45002
