"MID";"WAV"
0.00000;0.00000
1.00000;0.62281
3.00000;2.01458
4.00000;2.68129
6.00000;4.11695
7.50000;5.21919
8.00000;5.56715
9.00000;6.26303
10.50000;7.30688
11.00000;7.65483
11.50000;8.00278
12.00000;8.35073
13.00000;9.04662
15.00000;10.43841
16.00000;11.13430
18.00000;12.52609
18.12500;12.61308
18.25000;12.70007
18.37500;12.78705
18.50000;12.87404
18.62500;12.96102
18.75000;13.04800
18.87500;13.13499
19.00000;13.22198
19.12500;13.30896
19.25000;13.39595
19.37500;13.48294
19.50000;13.56993
20.00000;13.91788
21.00000;14.61377
21.12500;14.70075
21.25000;14.78774
21.37500;14.87474
21.50000;14.96172
21.62500;15.04871
21.75000;15.13570
21.87500;15.22267
22.00000;15.30965
22.12500;15.39665
22.25000;15.48364
22.37500;15.57062
22.50000;15.65761
23.00000;16.00537
23.99792;16.65000
